0.848528,0.600000
0.847198,0.600000
0.845875,0.600000
0.844558,0.600000
0.843246,0.600000
0.841941,0.600000
0.840643,0.600000
0.839350,0.600000
0.838063,0.600000
0.836782,0.600000
0.835507,0.600000
0.834239,0.600000
0.832976,0.600000
0.831719,0.600000
0.830467,0.600000
0.829222,0.600000
0.827982,0.600000
0.826748,0.600000
0.825520,0.600000
0.824297,0.600000
0.823081,0.600000
0.821869,0.600000
0.820664,0.600000
0.819463,0.600000
0.818269,0.600000
0.817080,0.600000
0.815896,0.600000
0.814718,0.600000
0.813545,0.600000
0.812377,0.600000
0.811215,0.600000
0.810058,0.600000
0.808907,0.600000
0.807760,0.600000
0.806619,0.600000
0.805484,0.600000
0.804353,0.600000
0.803227,0.600000
0.802107,0.600000
0.800992,0.600000
0.799881,0.600000
0.798776,0.600000
0.797676,0.600000
0.796581,0.600000
0.795491,0.600000
0.794405,0.600000
0.793325,0.600000
0.792249,0.600000
0.791179,0.600000
0.790113,0.600000
0.789052,0.600000
0.787996,0.600000
0.786944,0.600000
0.785898,0.600000
0.784856,0.600000
0.783819,0.600000
0.782786,0.600000
0.781758,0.600000
0.780735,0.600000
0.779716,0.600000
0.778702,0.600000
0.777692,0.600000
0.776687,0.600000
0.775686,0.600000
0.774690,0.600000
0.773699,0.600000
0.772711,0.600000
0.771729,0.600000
0.770750,0.600000
0.769776,0.600000
0.768806,0.600000
0.767841,0.600000
0.766880,0.600000
0.765923,0.600000
0.764971,0.600000
0.764023,0.600000
0.763079,0.600000
0.762139,0.600000
0.761203,0.600000
0.760272,0.600000
0.759345,0.600000
0.758421,0.600000
0.757502,0.600000
0.756587,0.600000
0.755677,0.600000
0.754770,0.600000
0.753867,0.600000
0.752968,0.600000
0.752073,0.600000
0.751182,0.600000
0.750296,0.600000
0.749413,0.600000
0.748534,0.600000
0.747659,0.600000
0.746787,0.600000
0.745920,0.600000
0.745057,0.600000
0.744197,0.600000
0.743341,0.600000
0.742489,0.600000
0.741641,0.600000
0.740796,0.600000
0.739955,0.600000
0.739118,0.600000
0.738285,0.600000
0.737455,0.600000
0.736629,0.600000
0.735807,0.600000
0.734988,0.600000
0.734173,0.600000
0.733362,0.600000
0.732554,0.600000
0.731750,0.600000
0.730949,0.600000
0.730152,0.600000
0.729359,0.600000
0.728568,0.600000
0.727782,0.600000
0.726999,0.600000
0.726219,0.600000
0.725443,0.600000
0.724670,0.600000
0.723901,0.600000
0.723135,0.600000
0.722373,0.600000
0.721614,0.600000
0.720858,0.600000
0.720106,0.600000
0.719357,0.600000
0.718611,0.600000
0.717869,0.600000
0.717130,0.600000
0.716394,0.600000
0.715661,0.600000
0.714932,0.600000
0.714206,0.600000
0.713483,0.600000
0.712764,0.600000
0.712047,0.600000
0.711334,0.600000
0.710624,0.600000
0.709917,0.600000
0.709214,0.600000
0.708513,0.600000
0.707816,0.600000
0.707122,0.600000
0.706430,0.600000
0.705742,0.600000
0.705057,0.600000
0.704375,0.600000
0.703696,0.600000
0.703021,0.600000
0.702348,0.600000
0.701678,0.600000
0.701011,0.600000
0.700347,0.600000
0.699687,0.600000
0.699029,0.600000
0.698374,0.600000
0.697722,0.600000
0.697073,0.600000
0.696427,0.600000
0.695784,0.600000
0.695143,0.600000
0.694506,0.600000
0.693871,0.600000
0.693240,0.600000
0.692611,0.600000
0.691985,0.600000
0.691362,0.600000
0.690742,0.600000
0.690124,0.600000
0.689509,0.600000
0.688898,0.600000
0.688288,0.600000
0.687682,0.600000
0.687079,0.600000
0.686478,0.600000
0.685880,0.600000
0.685284,0.600000
0.684692,0.600000
0.684102,0.600000
0.683515,0.600000
0.682930,0.600000
0.682348,0.600000
0.681769,0.600000
0.681193,0.600000
0.680619,0.600000
0.680047,0.600000
0.679479,0.600000
0.678913,0.600000
0.678350,0.600000
0.677789,0.600000
0.677231,0.600000
