0.500000,0.354170
0.500000,0.354108
0.500002,0.354663
0.500004,0.355218
0.500008,0.355773
0.500012,0.356328
0.500017,0.356882
0.500024,0.357436
0.500031,0.357991
0.500040,0.358545
0.500049,0.359098
0.500059,0.359652
0.500071,0.360205
0.500083,0.360759
0.500096,0.361312
0.500111,0.361865
0.500126,0.362418
0.500142,0.362971
0.500160,0.363523
0.500178,0.364076
0.500197,0.364628
0.500217,0.365180
0.500239,0.365732
0.500261,0.366284
0.500284,0.366836
0.500308,0.367388
0.500333,0.367939
0.500360,0.368491
0.500387,0.369042
0.500415,0.369593
0.500444,0.370144
0.500474,0.370695
0.500506,0.371246
0.500538,0.371797
0.500571,0.372347
0.500605,0.372898
0.500640,0.373448
0.500676,0.373998
0.500713,0.374548
0.500751,0.375099
0.500790,0.375648
0.500831,0.376198
0.500872,0.376748
0.500914,0.377298
0.500957,0.377847
0.501001,0.378397
0.501046,0.378946
0.501092,0.379496
0.501139,0.380045
0.501187,0.380594
0.501236,0.381143
0.501287,0.381692
0.501338,0.382241
0.501390,0.382790
0.501443,0.383339
0.501497,0.383888
0.501552,0.384436
0.501608,0.384985
0.501665,0.385533
0.501724,0.386082
0.501783,0.386630
0.501843,0.387179
0.501904,0.387727
0.501966,0.388275
0.502029,0.388823
0.502094,0.389371
0.502159,0.389920
0.502225,0.390468
0.502292,0.391016
0.502361,0.391564
0.502430,0.392112
0.502500,0.392660
0.502572,0.393207
0.502644,0.393755
0.502717,0.394303
0.502792,0.394851
0.502867,0.395398
0.502943,0.395946
0.503021,0.396494
0.503099,0.397042
0.503179,0.397589
0.503259,0.398137
0.503341,0.398685
0.503423,0.399232
0.503507,0.399780
0.503592,0.400327
0.503677,0.400875
0.503764,0.401423
0.503852,0.401970
0.503941,0.402518
0.504030,0.403065
0.504121,0.403613
0.504213,0.404161
0.504306,0.404708
0.504400,0.405256
0.504495,0.405803
0.504591,0.406351
0.504688,0.406899
0.504786,0.407447
0.504885,0.407994
0.504986,0.408542
0.505087,0.409090
0.505189,0.409638
0.505293,0.410185
0.505397,0.410733
0.505503,0.411281
0.505609,0.411829
0.505717,0.412377
0.505825,0.412925
0.505935,0.413473
0.506046,0.414021
0.506158,0.414569
0.506271,0.415118
0.506385,0.415666
0.506500,0.416214
0.506616,0.416763
0.506733,0.417311
0.506851,0.417860
0.506971,0.418408
0.507091,0.418957
0.507212,0.419506
0.507335,0.420054
0.507459,0.420603
0.507583,0.421152
0.507709,0.421701
0.507836,0.422250
0.507964,0.422799
0.508093,0.423349
0.508223,0.423898
0.508354,0.424448
0.508487,0.424997
0.508620,0.425547
0.508755,0.426096
0.508890,0.426646
0.509027,0.427196
0.509165,0.427746
0.509304,0.428296
0.509444,0.428847
0.509585,0.429397
0.509727,0.429947
0.509871,0.430498
0.510015,0.431049
0.510161,0.431600
0.510307,0.432151
0.510455,0.432702
0.510604,0.433253
0.510754,0.433804
0.510905,0.434356
0.511058,0.434907
0.511211,0.435459
0.511366,0.436011
0.511521,0.436563
0.511678,0.437115
0.511836,0.437667
0.511995,0.438220
0.512156,0.438773
0.512317,0.439325
0.512479,0.439878
0.512643,0.440432
0.512808,0.440985
0.512974,0.441538
0.513141,0.442092
0.513309,0.442646
0.513479,0.443200
0.513649,0.443754
0.513821,0.444308
0.513994,0.444863
0.514168,0.445417
0.514344,0.445972
0.514520,0.446527
0.514698,0.447082
0.514876,0.447638
0.515056,0.448194
0.515238,0.448750
0.515420,0.449306
0.515603,0.449862
